handle,title,style,material,face_shapes,use_cases,vibes,lens_types,tags
crimson-carve-1990s-mugler-sunglasses,"""Crimson Carve"" 1990s Mugler Sunglasses",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern","tinted, butterfly","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted, lens:butterfly"
ebony-layer-1990s-esprit-eyeglasses,"""Ebony Layer"" 1990s Esprit Eyeglasses",oval,acetate,,,"retro, luxury, modern","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
neon-edge-1990s-k-jade-eyeglasses,"""Neon Edge"" 1990s K Jade Eyeglasses",oval,acetate,,,"retro, modern, trendy","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:modern, vibe:trendy, lens:rx, lens:tinted"
pink-liner-1990s-ray-ban-eyeglasses,"""Pink Liner"" 1990s Ray Ban Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",rx,"style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
bronze-round-1990s-benetton-eyeglasses,"""Bronze Round"" 1990s Benetton Eyeglasses",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern","rx, tinted","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
midnight-split-1990s-italian-eyeglasses,"""Midnight Split"" 1990s Italian Eyeglasses",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","rx, tinted, geometric","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:geometric"
matte-tortoise-1990s-emporio-armani-sunglasses,"""Matte Tortoise"" 1990s Emporio Armani Sunglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","tinted, shield","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted, lens:shield"
tangerine-edge-1990s-la-eyeworks-eyeglasses,"""Tangerine Edge"" 1990s LA Eyeworks Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, tinted","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
black-keyhole-1990s-komono-eyeglasses,"""Black Keyhole"" 1990s Komono Eyeglasses",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","rx, tinted, geometric","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:geometric"
crimson-orbit-1990s-zenni-mary-anne-eyeglasses,"""Crimson Orbit"" 1990s Zenni Mary Anne Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern","rx, tinted, shield","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted, lens:shield"
blush-titanium-1990s-seiko-eyeglasses,"""Blush Titanium"" 1990s Seiko Eyeglasses",oval,wire,,,"retro, luxury, modern","rx, tinted","style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
orchid-cut-out-1990s-la-eyeworks-eyeglasses,"""Orchid Cut-Out"" 1990s LA Eyeworks Eyeglasses",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern","rx, tinted","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted"
tartan-burst-1990s-la-eyeworks-eyeglasses,"""Tartan Burst"" 1990s LA Eyeworks Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",rx,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
electricity-1980s-axel-s-eyeglasses,"""Electricity"" 1980s Axel S. Eyeglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",rx,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
sandstone-rectangle-1980s-bcg-sunglasses,"""Sandstone Rectangle"" 1980s BCG Sunglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, tinted","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
1980s-anne-et-valentin-sunglasses,"""Electric Edge"" 1980s Anne et Valentin Sunglasses",rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",rx,"style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
1980s-korean-eyeglasses,"""Midnight Gilt Geometry"" 1980s Korean Eyeglasses",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, modern",rx,"style:square, material:acetate, vibe:retro, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
1980s-silhouette-eyglasses,"""Verdant Glow"" 1980s Silhouette Eyeglasses",oval,wire,,,"retro, luxury, modern",rx,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1980s-st-mortiz-eyeglasses,“Sunlit Amber Square” 1980s St. Moritz Eyeglasses,square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","rx, tinted","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
umber-rectangle-1980s-bcg-sunglasses,"""Umber Rectangle"" 1980s BCG Sunglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",tinted,"style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
1980s-alain-afflelou-eyeglasses,“Blue Quietude” 1980s Alain Afflelou Eyeglasses,round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",rx,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
1980s-adrienne-vittadini-eyeglasses,“Marbled Whisper” 1980s Adrienne Vittadini Eyeglasses,round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern","rx, tinted","style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
1960s-torrence-paris-eyeglasses,“Wave Crest” 1960s Torrence Paris Eyeglasses,,acetate,,,"retro, luxury, modern","rx, tinted","material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
1960s-bernard-kayman-sunglasses,“Cosmic Hex” 1960s Bernard Kayman Sunglasses,round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern","rx, tinted, butterfly, geometric","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:butterfly, lens:geometric"
1960s-polaroid-cat-eye-sunglasses,“Amber Wink” 1960s Polaroid Eyeglasses,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern","rx, tinted","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx, lens:tinted"
1960s-polaroid-sunglasses,“Golden Orbit” 1960s Verve Sunglasses,oval,wire,,,"retro, luxury, modern","rx, tinted, butterfly","style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted, lens:butterfly"
1960s-albert-nipon-eyeglasses,“Frosted Bloom” 1960s Albert Nipon Eyeglasses,round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern","rx, tinted, butterfly","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:butterfly"
1960s-amor-eyewear-sunglasses,"""Polar White"" 1960s Amor Avant Garde Sunglasses",rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, tinted","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
1990s-chanel-eyeglasses,"""Soft Luxe"" 1990s Chanel Eyeglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, tinted","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
1980s-jean-lafont-eyeglasses,“Midnight Sprite” 1980s Jean Lafont Eyeglasses,rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, tinted","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted"
1980s-blush-eyeglasses,“Blush Cloud” 1980s Translucent Eyeglasses,oval,acetate,,,"retro, modern","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:modern, lens:rx, lens:tinted"
1990s-cosmopolitan-eyeglasses,“Inkline Minimalist” 1990s Cosmopolitan Eyeglasses,oval,wire,,,"retro, luxury, modern",rx,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1990s-eyeglasses,“Midnight Fade” 1990s Eyeglasses,rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, modern","rx, butterfly","style:rectangle, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:butterfly"
1990s-world-of-frames-eyeglasses,“Honey Drift” 1980s World of Frames Eyeglasses,aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, tinted, butterfly","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:butterfly"
1980s-marchon-eyeglasses,“Gilded Air” 1980s Marchon Gold Eyeglasses,aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, tinted","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted"
1980s-renaissance-eyeglasses,“Shadow Gilt” 1980s Renaissance Eyeglasses,,acetate,,,"retro, luxury, modern",rx,"material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1980s-valetino-eyeglasses,“Midnight Crest” 1980s Valentino Eyeglasses,,wire,,,"retro, luxury, modern",rx,"material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1980s-aristar-eyeglasses,“Glasslight Aura” 1980s Aristar Eyeglasses,,acetate,,,"retro, luxury, modern",rx,"material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1960s-olive-eyeglasses,“Olive Gleam” 1960s Silver-Trim Eyeglasses,,acetate,,,"retro, luxury, modern",rx,"material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1980s-pierre-cardin-eyeglasses,“Gunmetal Lineage” 1980s Pierre Cardin Eyeglasses,aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",rx,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
1980s-bijoux-prinleton-eyeglasses,“Amber Script” 1980s Bijoux Prinleton Eyeglasses,square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern",rx,"style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
1980s-aviator-eyeglasses,“Golden Glow” 1980s Aviator Eyeglasses,aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern, classic",rx,"style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
1980s-dior-sunglasses,“Molten Tortoise” 1980s Dior Sunglasses,,acetate,,,"retro, luxury, modern",butterfly,"material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:butterfly"
1960s-peerage-eyeglasses,“Blush Spark” 1960s Peerage Eyeglasses,,acetate,,,"retro, luxury, modern",rx,"material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx"
1980s-valentino-eyeglasses,“Crimson Veil” 1980s Valentino Eyeglasses,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",rx,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
1980s-safilo-eyeglasses,“Smoky Structure” 1980s Safilo Eyeglasses,aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, geometric","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:geometric"
1980s-drop-arm-eyeglasses,“Golden Fade” 1980s Drop-Arm Eyeglasses,square,acetate,"oval, round","night, going_out, casual, at_desk","retro, modern, classic","rx, tinted, geometric","style:square, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:geometric"
